@,	6
@0Sundance,	3
@0just1n0sm1th0,	1
@0liviajulianna,	1
@0xAlice_,	1
@0x_MPH,	1
@1000Frolly,	2
@10kClimate,	4
@11EVMC,	1
@11tulips,	1
@123jillwalker,	1
@13sarahmurphy,	1
@1776jaymierp,	1
@1GDAC,	4
@1GarethWynJones,	1
@1Heathbar,	1
@1MarkMoss,	4
@1NewsNZ,	1
@1TommoWolf,	1
@1_TMF_,	1
@1cavemank,	1
@1helpamerica,	1
@1pckt,	1
@1pee,	1
@1stthes521,	1
@1t_org,	1
@2022WSChamps,	1
@2022_Karma,	1
@20meansspeed,	1
@210420a,	1
@21Franchini,	1
@22rooster777,	1
@25_cycle,	15
@2KSupport,	1
@2Strong2Silence,	1
@2_drac,	3
@2weddingbelles,	1
@333VIL,	1
@350,	1
@350BKFamilies,	1
@37Ten12244070,	1
@38Sandy48,	1
@3GHtweets,	14
@3LittleMonkeys,	1
@41to33blessup,	1
@425Noelle,	1
@47whitebuffalo,	5
@4Freedoms4All,	4
@4HumanUnity,	1
@4_joc1,	1
@511Ian,	1
@53pamela_h,	2
@5UPaDWMJMHzOaZ4,	1
@62WalterP,	2
@66michaelr,	1
@6Sally7,	1
@6eReg,	1
@6lennybravo,	5
@756Elizabeth,	2
@777Leds,	1
@778_ao,	1
@7Glenn5,	1
@7_Sages_Wotcm,	3
@7dphotography,	1
@80_mcswan,	1
@8finjackson3,	1
@924inlegend,	1
@9898guitar,	1
@9NewsAUS,	6
@9NewsMelb,	1
@A1an_M,	3
@AAKhicks2,	1
@ABC",	1
@ABC,	3
@ABC7,	1
@ABCaustralia,	2
@ACTBrigitte,	57
@ACTcameramatt,	1
@AConcernedPare2,	1
@ADirtyRottenDog,	1
@ADuralde,	1
@AFTCT,	1
@AGWHappensNow,	13
@AGoldsmithEsq,	4
@AHSEC,	1
@AIPAC,	1
@AIboMP,	3
@AJDelgado13,	1
@AJEnglish,	3
@ALeftistMoniker,	1
@ALefty123,	3
@AOC,	18
@AOrwells,	1
@AP,	6
@ARaj_Energy,	1
@ARanganathan72,	1
@ASimardL,	4
@A_Damned_smith,	1
@A_K_Anderson,	2
@A_Wags24,	1
@AandNoa,	1
@AanthanurDC,	2
@AaravSeth_,	1
@AaronDodd,	1
@AaronParnas,	1
@Aaronsmith333,	1
@AbbeyRae5,	1
@AbdulJiwan,	1
@Abdulsaleemgad,	1
@AbiyAhmedAli,	1
@AbuMoha37425312,	1
@Achim1106,	2
@AcreeSheryl,	1
@Acyn,	3
@AdamBandt,	3
@AdamSchefter,	1
@AdamSinger,	1
@Adge56Thomas,	1
@AdmUdders,	1
@AdminLKO",	1
@AdrianNormanDC,	1
@AdrienneBWhite1,	1
@AdyMacauley,	1
@Aeduann_MaaHes,	1
@Aella_Girl,	1
@AfricanArchives,	1
@Ag611127,	5
@AgathedeLili,	1
@AgentP22,	1
@AggressiveDem,	1
@AgnesRunacher,	1
@Ah_Science,	2
@Ahazar4,	1
@Aimhighffw,	2
@Aitch_El,	1
@Aized10,	1
@AjitPawarSpeaks,	1
@Akshat_World,	1
@Aksyuchok_art,	1
@Al85098614Ali,	1
@AlBowers1,	2
@AlFederal97,	1
@AlJazeera,	1
@Al_Newyorki,	1
@AlaMerQld,	1
@AlabamaHoshea,	1
@AlanAshton10,	2
@AlanPeery,	2
@Alanpstoddard1,	1
@AlatreonBestBoy,	1
@AlbertBreer,	2
@AlboMP",	1
@AlboMP,	18
@AlboMP,,	1
@AldoSterone111,	4
@AlecStapp,	1
@AlessioUrban,	1
@AlexButterfly01,	1
@AlexDGlengarry,	1
@AlexEpstein,	29
@AlexJonesMatcha,	1
@Alex_on_A14,	2
@AlexaJaar1013,	1
@Alfred_StatesX,	4
@AlgodTrading,	1
@AlgosJoni,	1
@AliAdair22,	1
@AliaGvR,	1
@AliceGlass1,	1
@Alienphysics,	1
@Alina_ilina_art,	1
@All435Reps,	1
@AllanKirkhart,	1
@Allem21_4eva,	1
@AllisonPearson,	1
@AllisterHeath,	1
@Almondatchy,	1
@AlmuthSiegl,	1
@AlokSharma_RDG,	1
@Alpharad,	1
@Alrat91011,	1
@AltUS_ARC,	1
@Alt_Faxx,	1
@AltaAlerts,	1
@AltaSkiArea,	1
@AmSheiTheDragon,	2
@AmaliaGrassi1,	1
@AmandaLarreni,	4
@AmaraSolomon7,	1
@AmbLiuXiaoMing,	1
@AmerAcadPeds,	2
@AmericanPigeon,	1
@Amit_Narang,	1
@AmmasBabydoll,	5
@AmosBrailey,	1
@Amusesmile,	1
@AmyTaylorTx,	1
@AmyWalsh1306,	1
@Ana___fox,	1
@AnasSarwar,	1
@AndTartary,	1
@AndreaHorwath,	1
@AndreeSax,	1
@Andrew07876996,	2
@AndrewC49288066,	1
@AndrewDessler,	1
@AndrewLawton,	1
@AndrewLazarus4,	6
@AndrewRChapman,	1
@AndrewYang,	1
@Andrewemcameron,	1
@AndryGiles,	2
@Andst7,	2
@Andy,	1
@AndySpecht,	2
@AngelicaKamen,	1
@AngryFleas,	4
@AngusRobertson,	1
@AnitaHardcokMP,	1
@AnnCoulter,	1
@AnnMust,	1
@Anna98831,	4
@AnnaCCallahan,	1
@Annalisa840917,	1
@AnneAnd59185576,	1
@Annette_Taddeo,	8
@Annie20554592,	2
@AnnieOldenough,	1
@AnonNews14,	3
@Anonylyzer13,	1
@AnthonieLouise,	1
@AnthonyGlees,	1
@AnthonyLevin,	1
@AnthonyT2_,	2
@AntiCommy4ever,	2
@AntiwarMN,	1
@AntiwarNews,	1
@Antiwarcom,	1
@Anvndarnamn5,	16
@AnzacMegan,	4
@Apeduden,	1
@AppleCookieRose,	1
@AprilLigeia,	3
@ArchCordileone,	1
@ArchDigest,	1
@ArchaicNonsense,	1
@ArchdioceseSF,	1
@Archer83Able,	2
@ArchieMegHaz,	1
@AreYouDerp,	1
@Aria12397017484,	1
@Arianwen,	1
@AristotleMrs,	11
@Arithrianos,	1
@ArizonaAudit,	1
@ArmVoteDem,	1
@ArmadaSur92,	1
@ArsenalReport,	1
@ArthelNeville👏🏻,	1
@ArtsyGrandpa,	1
@ArtysHouse,	4
@ArunYadav0007,	1
@AryaCanada,	1
@AshtonCBS4,	1
@AspAlaAsnAsnTyr,	2
@AstroLlamaBeans,	1
@AtheistEngineer,	1
@AtlRey,	2
@AtlasSarrafoglu,	1
@AtomsksSanakan,	1
@AuntMergatroyd,	1
@AuroriaTwittori,	12
@AusTodayListnr,	4
@AussieMongrel1,	1
@AustinKittyBlue,	1
@AutisticShill,	4
@Avalanche,	1
@Avic_Wins,	1
@AweNature_,	1
@AwesomeBamon,	1
@Awwbhishek_,	1
@Ayjchan,	1
@B3N1N1,	1
@B52Malmet,	2
@BBC,	1
@BBCLauraKT,	1
@BBCOxford,	1
@BBCPolitics,	2
@BBCWorld,	4
@BBlues50,	1
@BDStanley,	1
@BEV_erly_Hills,	1
@BILDERBERG_GP,	1
@BJChippindale,	2
@BJP4Andhra,	1
@BJP4India,	1
@BJP4Odisha,	1
@BL20422822,	4
@BLMFire,	1
@BLMNational,	1
@BLMUtah,	1
@BNONews,	1
@BO3673,	1
@BRijswijk,	2
@BS2KZ,	1
@BSmithwood,	1
@BTSTaehyungTHV,	1
@BTS_twt,	5
@BThoughts702,	1
@B_Bolshevik100,	1
@B_Riz74,	1
@B_more_horny,	1
@BabeTruth2,	3
@BadMedicalTakes,	1
@BaddCompani,	1
@BadgersNo,	3
@BagalueSunab,	1
@BailFund_Brawl,	15
@Bakeoid,	1
@BaltimoreLili,	1
@Bannerzz1,	1
@Baphomet555666,	1
@BarackObama,	3
@BarbaraLoo3,	1
@Barbarajdurkin,	23
@BarbroHansson,	1
@Bardlee1,	2
@BareReality,	1
@Barnaby_Joyce,	1
@Barrtecforever,	11
@BarstoolChief,	1
@BaseIsBased,	1
@Based_inReality,	4
@BassistOld,	1
@Bat_Yann,	2
@BawdenTom,	1
@BaxesThomas,	1
@BaxterWilliams_,	1
@BeaLawson27,	1
@BeastofBuchan,	1
@BeauDodson,	1
@BeauTFC,	1
@Beck_Sall,	1
@Becoming_Bryna,	1
@BednarDavidA,	1
@BeeAsMarine,	2
@Begentle50,	1
@BelTel,	1
@BelindasHandbag,	1
@BellRoniBell,	4
@Bella_healtheco,	1
@BenBendeac",	1
@BenRabidoux,	1
@BenWalkerFABS,	1
@Ben_R100,	1
@Benioff,	1
@BenjaminYumi8,	1
@BenninkFred,	2
@Benny__H,	1
@BeowulfSchaefer,	1
@Bergeonline,	1
@BernaB_2013,	1
@BernadetteNTF,	2
@BernardStBamse,	1
@BernieSanders,	2
@BespokePanic,	1
@Betas_Inferno,	1
@BetoORourke,	4
@BeyondBurning,	1
@Bfurlich,	5
@BidenSuxXi,	1
@BidenTour,	2
@BidenTracking,	1
@BigBrotherNut,	1
@BigDogsInTown,	1
@BigPapa2268,	1
@BillBalzar,	1
@BillCorbett,	1
@BillGates,	5
@BillNye,	2
@Billenjoylife,	3
@BillyBaldwin,	1
@BillyM2k,	4
@BioSpiracy,	1
@BiophysicsFL,	1
@Biorealism,	1
@BirdKeeperRK,	1
@Birdyword,	1
@BistroWineMan,	1
@BiswajitThongam,	1
@Bitboy_Crypto,	1
@BitcoinIsSaving,	2
@Bitcoinbabbi,	2
@BittyBuddha,	2
@BjornLomborg,	6
@BlackRock,	2
@BlasphemousBan1,	26
@Blindyouthnepal,	1
@BlinkyIsKing,	1
@BoSnerdley,	1
@BobANDE42235496,	10
@BobBrownFndn,	1
@BobKerns,	1
@Bobmarley1781,	1
@Boeing,	1
@BointonGiles,	13
@Boltapp_ke",	1
@BonJS0370,	2
@BongoThePongo,	1
@BonnieBlackmor7,	2
@BonnieTafte,	1
@BookerSparticus:,	1
@Booklover0106,	1
@BoonBroAus,	2
@BorisJohnson,	9
@BorneoFutures,	1
@Bos77,	1
@Bossmustangfan,	1
@BowoodHouse,	1
@BradMossEsq,	1
@BradPKeyes,	13
@BradWilcoxIFS,	1
@BradfieldThe,	2
@BrahinHB,	1
@BrandonLetsgo90,	1
@BreakfastNews,	1
@Breaking911,	4
@BreakingBadIrny,	1
@Breaking_NewsCA,	1
@BrentToderian,	4
@BretWeinstein,	1
@BrettFo,	1
@BrettKollmann,	2
@Brett_online,	13
@BrexitMania,	1
@BrianGitt,	1
@BrianHelman,	1
@BrianKempGA,	1
@BrianLe82536529,	1
@BrianNazarenus,	6
@BrianTu85458331,	1
@BridgetHolmstro,	1
@Brietannia,	1
@BrigitMahoneyTV,	1
@BristolCouncil,	1
@BrknMan,	25
@BrunTheBear,	1
@BrunoTheBridge,	1
@BrynnAshely,	1
@BubbasRanch,	19
@BuddyEdgewood,	1
@Budleo_Morgan,	1
@BuffaloWins,	1
@BuildBetta,	3
@Bundeskanzler,	1
@BunnyKiller9,	1
@BurgerLab12,	4
@BusinessInsider,	7
@BusinessLiveSA,	2
@ButtercreamSRQ,	1
@ByMikeBaker,	1
@BylerCat,	1
@ByronFackenthal,	1
@C1P4LSelfMade,	1
@C80Howard,	1
@CAComixPod,	1
@CAMOKAT6,	1
@CAgovernor,	1
@CBCAlerts,	1
@CBCNews,	3
@CBSDenver,	1
@CBSMornings,	2
@CBSNews,	1
@CCNFUK,	1
@CColose,	2
@CCross1776,	1
@CDCgov,	3
@CDP,	1
@CHN_AdamWodon,	1
@CHP_Napa,	1
@CHerweijer,	1
@CMO_Odisha,	2
@CNBC,	1
@CNBCMakeIt,	1
@CNN,	17
@COP26,	1
@CP24,	1
@CPASAOK,	1
@CPCB_OFFICIAL,	1
@CSDevNet1,	1
@CSDevNet1_Steve,	1
@CTVNews,	1
@CTVToronto,	1
@C_82l,	2
@C_Kavanagh,	1
@CadleSam,	1
@CalMatters,	1
@CalebJHull,	2
@CallMeEOnly,	5
@CallieKhouri,	1
@CampbellNewman,	1
@Canadianworker2,	13
@CandaceSotela,	1
@CandiceBergenMP,	1
@CandySmith74,	1
@Canes,	4
@Canna420Uk,	2
@CanteringClark,	1
@CaptMarkKelly,	1
@CaptainGreen05,	1
@CaptainSparklez,	1
@Captaincoby00,	1
@CarIosLopez_,	3
@Cara_TXZEAL,	1
@CarignanAbreu,	1
@CarlDevitt,	1
@Carlglo,	1
@CarlosGimenezFL,	1
@Carlsonsports,	1
@CarlyELehwald,	1
@CarmenMForman,	1
@CaroleA_Smith,	1
@CarolineKula70,	1
@CarolineLucas,	5
@CarrudoDon,	4
@CartiYeezy2,	1
@CartistNy,	2
@CaryKelly11,	1
@CassandraCmplex,	1
@CatEmporor,	1
@Catheri77148739,	4
@CathyCrunt,	1
@Catturd_2",	1
@CavasinTracey,	2
@CavillDave,	1
@CawthornforNC,	1
@Ceist8,	26
@CellMessenger,	4
@Cephii1,	1
@Cernovich,	5
@Cha51brolll19,	2
@ChadPergram,	1
@Chainlank,	1
@ChampionsLeague,	1
@ChangeNOW,	1
@ChangeOrg_India,	1
@ChangePolls,	1
@ChantalleGeert1,	1
@Charles48250437,	1
@CharlesDarwinTX,	1
@Charlesthornt,	4
@CharlieGordon20,	4
@Charlielcurtis,	1
@ChasWaterkeeper,	1
@Chaseroony,	8
@ChazzerL,	1
@ChefGaella254,	1
@ChefGruel,	1
@CheriDiNovo,	1
@CherylRofer,	1
@Chewie65354432,	1
@ChiSiddharth,	1
@ChildOfAsh420,	1
@Chinajoe1000,	1
@ChipsSpud,	1
@ChoonedM,	1
@ChopperMChief,	1
@Chortling_Man,	1
@ChrisBBacon3,	31
@ChrisCBS4,	1
@ChrisDYork,	1
@ChrisGordon65,	1
@ChrisLXXXVI,	1
@ChrisMartzWX,	1
@ChrisMurphyCT,	3
@ChrisPlanteShow",	1
@Chrisdebois1,	3
@Christi22009549,	1
@Christi49154364,	1
@ChristinaPushaw,	3
@ChristinaSFLaw,	1
@Chrystinandrada,	1
@ChrzanSusan,	1
@ChtyCommission,	1
@ChunxOfEarth,	1
@CimoreneJeune,	1
@Cindtrillella,	1
@CindyRules,	1
@CinnamonAuntie,	5
@CirclesSpinning,	2
@Cirincione,	1
@CitizenTechiman,	1
@CityNewsTraffic,	1
@CityofPickering,	1
@CivilAdvantage1,	1
@Cjayc3489,	1
@ClaireCaliente,	4
@ClaireH37444648,	1
@ClaireW1111,	1
@ClareCraigPath,	2
@ClareWilsonMed,	1
@ClarkeMicah,	1
@ClaudiusFemi,	1
@CleeseRaymond,	1
@CleoPaskal,	1
@ClimaJoes_sol,	1
@Climageddon,	1
@Climate24877412,	2
@ClimateBen,	1
@ClimateCatastr3,	4
@ClimateCentral,	1
@ClimateDad77,	4
@ClimateEnvoy,	2
@ClimateHuman,	2
@ClimateLisa,	1
@ClimateRealists,	2
@ClimateReality",	1
@ClimateSkeptic4,	15
@ClimateWatchers,	1
@Climate_Takes,	1
@Climatehope2,	18
@ClintoneBill,	1
@CloudsCreek,	1
@CoWino,	2
@CodeAficionado,	2
@CodeRedEarth,	1
@ColectorX,	1
@ColelliCol,	1
@ComSciBrown,	1
@Comeongetyouso1,	1
@Comment_Lord,	1
@CommishDCH,	1
@ConceptualJames,	1
@Concern70732755,	1
@ConcernedinPV,	1
@Confraria8,	1
@Connect4Climate,	1
@ConraddKonnrad,	1
@Conserberal,	4
@Conservatives,	1
@Conserve2MAGA,	1
@Constan70997526,	1
@ConsumersFirst,	1
@ConversationEDU",	1
@Convict025,	1
@Copernicus,	1
@CoralBlob,	1
@CorinaCretuEU,	1
@CoronaAfrica,	1
@CortezMasto",	1
@CosminStanescu3,	1
@Craig99870768,	2
@CraigKellyMP,	1
@Craig_Hotrum,	3
@CrayonCaller,	1
@Cre8ve2,	1
@CriticalThinkU,	1
@Crockett3636,	1
@Crpls,	1
@CryTumpflakeCry,	1
@CryptoKaleo,	1
@CryptoViv,	1
@CryptoVous,	1
@Crypto_McKenna,	1
@CultureWarrio10,	1
@CunningSq16,	2
@CutmansCurse,	1
@CuzIze,	1
@Cwiklowa,	1
@Cwoktheewok,	1
@CycleJunkie88,	3
@Cytation_X,	1
@DAaronovitch,	1
@DDNewslive,	1
@DDawn0,	3
@DFisman,	1
@DGPMaharashtra,	1
@DGPR_PAF,	1
@DGinCheshire,	12
@DIvine__joyy,	1
@DJ2x20,	1
@DJMorpheus2007,	1
@DJTTracker,	2
@DJVeronica,	1
@DKThomp,	2
@DMRegister,	1
@DNC,	1
@DPrever,	1
@DRP39,	1
@DSBatten,	1
@DTGvmd,	12
@DUALIPA,	1
@DaRemnant4HM,	1
@DailyCaller,	2
@DailyJLee,	1
@DailyMail,	3
@Daily_Record,	1
@DaisyShea76,	1
@DamienHamilto17,	4
@DanCady,	1
@DanClusters2022,	1
@DanFriedman81,	1
@DanHillHistory,	1
@DanLifshatz,	1
@Dan_23__,	1
@DanaRuxi123,	2
@Dandisk89765,	1
@Daniel94445080,	1
@DanielAndrewsMP,	3
@DanielTurnerPTF,	5
@DanniBrener,	1
@Dannyboy7293,	12
@DarthFeodor,	12
@Darthjenny,	1
@DarwinWhere,	1
@Data79504085,	12
@Dave28492212,	1
@DaveSharma,	1
@DaveSmithPtbo,	1
@DaveWRose,	1
@DaveWig52,	1
@DaveyPower,	1
@David19531501,	1
@David4677484957,	4
@DavidAHoward,	13
@DavidBegnaud,	1
@DavidDJohnson,	1
@DavidKe65248063,	3
@DavidPepper,	1
@DavidPerdueGA,	1
@DavidRelman,	1
@David_Leavitt,	1
@David_Njoku80,	1
@Davidmetroland,	1
@Davos,	2
@DawgsByNature,	1
@DawnRoseTurner,	1
@DawnTJ90,	24
@DawsonSSTT,	1
@Dcoronata,	2
@DeadEye_Bon,	1
@DeadInJapan,	1
@Deagle16_,	1
@DeanoMartino1,	5
@DearAuntCrabby,	1
@Debbie25808035,	1
@DebbieM59130289,	1
@DebbieS01374798,	1
@DeborahClaireUK,	1
@DebraFu98708879,	1
@DebraMMason1,	4
@DeclanTayl0r,	1
@DecoupleMedia,	1
@Deedee_231,	1
@DefraGovUK,	1
@DellaEl23371667,	1
@DelusionsMass,	4
@Denbar64,	2
@DeniersAreDerp,	4
@DeniseInCanada,	1
@DeniseKanchev,	1
@DennisPrager,	2
@DeptofDefense",	1
@DesiJCuellar,	1
@Devonian1342,	2
@Dhesea_,	1
@DianeRu83690007,	3
@DiannaIz,	1
@Diar380,	2
@DickMackintosh,	10
@DickWolfU,	1
@Dienekes16,	2
@DifficultNerd,	1
@Diffy23958488,	1
@DigbyPink,	1
@DigitalGISD",	1
@DineshDSouza,	2
@DionneGrant,	1
@Dirtbox5,	1
@Disorganised1,	4
@DmytroKuleba,	1
@DnerKebab5,	1
@DocSavageTJU,	1
@DocSnow1,	1
@Doc_Valerie,	1
@DoctorAnarchist,	1
@DoctorJack16,	1
@DoctorVive,	2
@Dom_Perrottet,	2
@DonSulphite,	1
@DonaldFR,	1
@DonaldJTrumpJr,	1
@DonaldS95157957,	1
@DongluYu,	1
@Donsvess,	1
@DonutOperator,	1
@DoombergT,	1
@DoreenHowardRSA,	1
@Dorothy23897725,	1
@DoubleDoubleJon,	4
@DouchebagDorsey,	1
@DougDucey,	1
@DougFoley6,	1
@DougJBalloon,	1
@DouglieDoWrong,	1
@Dpol_un,	1
@DrAnkitKPatel,	1
@DrBobEsquire1,	1
@DrBrownieJr,	1
@DrBryanLeyva,	1
@DrDMurray1,	10
@DrGJackBrown,	1
@DrI_made,	1
@DrJBhattacharya,	1
@DrJamesEHansen",	1
@DrJewLittle68,	2
@DrJoe101,	1
@DrKumarVishwas,	1
@DrLahariya,	1
@DrPops3,	1
@DrProudman,	1
@DrRadchenko,	2
@DrShayPhD,	1
@DrStephensonN,	1
@DrSteveJacobs,	4
@DrTCombs,	1
@DrTedros,	1
@Dr_A_Stein,	1
@Dr_Heavenly,	1
@Dr_Keefer,	1
@Dr_Pains,	1
@Drewheide,	1
@DrvanTilburg,	1
@DubhDonald,	3
@DublinAirport,	2
@DubstepInDPRK,	1
@DuckKnowledge,	1
@DudespostingWs,	1
@DuraGalleta,	1
@DurhamCricket,	1
@DurhamFella,	1
@Dwalsepatil,	1
@DysphoriaJoe,	1
@EB_LH76,	1
@ECOWARRIORSS,	10
@EDavidAn,	11
@EMo_Drags_The_l,	5
@ENERGY,	2
@EObercincy,	1
@EPBryn,	1
@ESA_EO,	1
@ESodha,	1
@EUinSierraLeone,	1
@EVERONA97,	1
@EWTN,	1
@EamonRyan,	3
@Eanton_,	1
@EarlOfEnough,	1
@EarthAccounting,	1
@EarthKeeper22,	1
@EarthLoveUnited,	1
@Earth__Buddy,	1
@Earthonview,	3
@Eastpunk,	1
@Eathbound420,	1
@EcoSenseNow,	5
@EdBlackEsq,	1
@EdBohman,	1
@EdItor87411083,	4
@Ed_Miliband,	1
@EddieC_Tweets,	1
@EddieSheerr,	1
@EddyKurrents,	1
@Eduard_kraai,	1
@EducatingTrump2,	5
@EdwardJDavey,	1
@EeroWallenius,	4
@EhbotchaKaren,	1
@EkeleJiata,	1
@ElSpaniard19,	1
@El__Bohemio,	1
@ElaineEDO,	2
@ElaineSoCalGov,	1
@ElasticDroid,	1
@ElectionLegal,	1
@ElexiconEnergy,	2
@Eli_ElChantiry,	1
@ElizKolbert,	1
@Eliz_Hightower,	1
@Ell_arty,	1
@ElleArmstrong19,	1
@Ellenka_arts,	1
@EllieHighwood,	1
@Eloise98496253,	1
@ElonJet,	1
@ElonMusk",	1
@ElonMuskNewsOrg,	1
@Elysee,	1
@Emilie_Dye,	1
@EmilyJDonaldson,	1
@Emma34770971,	1
@EmmaJClemmons,	1
@EmmaMAshford,	1
@EmmaVigeland,	1
@EmmanuelMacron,	1
@EmmanuelRaju7,	1
@EmpireStateBldg,	1
@EmpiresMen,	1
@EmpressThaliaa,	1
@EndTesla,	1
@Energetic_Nova,	1
@EngrM_Bello,	1
@EnrelChi,	1
@Ent_Event,	1
@EntropyChase,	1
@Environment_Ke,	1
@Ephrata_Levi,	1
@EpochTimes,	1
@EquityJoe,	1
@Erdnc88737710,	1
@Eric-Paul-Rogers,	1
@EricG1247,	1
@EricTopol,	1
@EricWil06256732,	6
@EricaCl09704818,	1
@ErichReimer,	1
@ErikSolheim,	1
@Ersatz_Attorney,	1
@EskoLampinen,	1
@EthanBearman,	1
@EthanMarquardt7,	2
@EthonRaptor,	14
@EuOutta,	1
@EuphoricEuler,	2
@EuroConNet,	1
@EuromaidanPress,	1
@EvaFoxU,	2
@EvaMarieAyala,	1
@EvanFonten0t,	1
@Eve_Barlow,	1
@Evebazaiba,	1
@EvilEyeTweets,	1
@Evry1H8sGrtzLOL,	1
@ExactlyToo,	2
@Excellion,	3
@ExplainThisBob,	1
@ExpressionsOOZ,	1
@ExtinctionR,	5
@EyalShay2,	2
@EyesOfOwls,	1
@Ezim79,	2
@FBI,	1
@FCSScout,	1
@FChecker76,	6
@FEANTSA,	1
@FEARGODBRO,	2
@FFFMAPA,	1
@FFFireland,	1
@FINALLEVEL,	1
@FLOV1985,	1
@FabulousMrsFox,	1
@FactSparrow,	1
@FactsB4Politics,	1
@FailureMan5,	2
@Fall_of_Civ_Pod,	1
@FannyGaslighter,	1
@FatEmperor,	1
@Fauntje,	1
@FaveAbuser,	1
@FearlessExpress,	4
@FeelsOkayBro,	1
@Feelsdesperate,	1
@FehringerMartin,	1
@Femiolaolu1,	1
@FiercelyMeRN,	1
@Fight4RightTeam,	1
@FightTheEntropy,	1
@FijiPM,	1
@FilbertCobb,	13
@FillmoreWhite,	1
@Fin24,	1
@FinGayle,	1
@FinMadame,	1
@FinanceHippy,	1
@FinancialTimes,	2
@FindMeABottle,	1
@Firecaptain16,	1
@FisherSpeaks,	1
@FixMetroMDT,	1
@Fixalas,	1
@FlakMatrix,	1
@FlamingArse,	4
@Flattielover,	1
@FleurFleurshack,	1
@FlitaWesglen,	1
@FlySMF,	1
@FootballFunnnys,	1
@Forbes,	1
@ForestServiceSW,	1
@ForgivenDope,	1
@FossilFission,	1
@FoxNews,	9
@FrackAction,	1
@Frank49245512,	1
@FrankCa99209718,	1
@FrankDElia7,	3
@FrankLuntz,	2
@FrankWi74044551,	6
@FrantaJaro,	1
@FredFunkFumb,	4
@FrediOtto,	2
@FreeAtLast2021,	1
@FreeMsian,	1
@FreedomMattNYC,	1
@FreightWaves,	1
@Fridays4future,	4
@Fridaysforswana,	1
@FriendsOScience,	5
@FriseSally,	1
@FrogspawnReuben,	1
@FromSANDEE,	1
@FrontBurnerCBC",	1
@Frosty69B,	2
@FuckJac96691228,	1
@FvckYourFear,	2
@G2esports,	1
@G58630848Girl,	1
@GBNEWS,	4
@GCICUganda,	1
@GDThor1,	2
@GGI_Kenya,	1
@GGMM_2020,	1
@GMACVHHH,	4
@GMSRailway,	1
@GOENRI,	2
@GOP,	7
@GOP.",	1
@GPair10,	1
@GPrime85,	1
@GSXP,	1
@GSwarthout,	4
@GWHomeTeam,	1
@Gabby_Hoffman,	1
@Gadis_bayinya,	5
@Gaias_daughter_,	1
@GalGlassy,	1
@Ganeshan,	1
@Gappy_is_Rad,	1
@GardenerSpike,	1
@GarlandNixon,	1
@GaryGensler,	2
@GaryLineker,	3
@GaryPranzo,	1
@GarysheffieldJr,	1
@GavinNewsom,	1
@Gazza41,	1
@GeezaDood,	1
@GeneFrenette,	1
@GentlemanGeorge,	1
@GeoConservative,	1
@GeorReader,	1
@GeorgeMonbiot,	4
@GeorgeSzamuely,	1
@GeorgeWahingto8,	1
@GeorgiaStateU,	1
@GeraldKutney,	25
@GerardDelaney39,	1
@Gfilche,	1
@Ghost_2034,	2
@GiadaPistilli,	1
@GiannaSimone1,	1
@GigaS3XY,	1
@GillianYoungBe1,	1
@Gimpuslegend,	1
@Giulio_Firenze,	1
@GiveUsAQuid,	1
@Gladfly1,	13
@GlassAnimals,	1
@GlenLongwell89,	1
@GlennCarr6,	14
@GlennFinkelde,	1
@GoLowCrypto,	3
@GoatMunch,	2
@Godfly__,	2
@GodlessLiz,	2
@Godslightangel7,	4
@GoodElija,	1
@GoodPoliticGuy,	9
@Goodtrouble79,	1
@Google,	1
@GovInslee,	3
@GovKiribati,	1
@GovMLG,	1
@GovRonDeSantis,	1
@GovTimWalz,	1
@GovUganda,	2
@GraceIrene21,	4
@GrahamBoydphd,	1
@GranadaReports,	1
@GrandpaSnarky,	1
@GrantNoland,	1
@GrantSi49936876,	1
@Graybea71861266,	1
@GreatTammie,	2
@GreenEdToday,	1
@GreenMatters,	2
@GreengrantsFund,	1
@Greenpeace,	3
@GregAbbott_TX,	1
@GregAbbott_TX’s,	1
@GregClarkMP,	1
@Greg_Poirier,	3
@GregorSemieniuk,	1
@GregoryHo13,	1
@GretaThunberg,	10
@GretchenlbB,	1
@Grey_fox01,	1
@GrieveNSpin,	1
@Grimnien,	2
@Gritzblitz56,	1
@GrnConservatism,	1
@Grrttlln,	1
@Guardia56241490,	4
@GuidoFawkes,	1
@GurbachDavid,	1
@GuruofFatness,	1
@GusGreen18,	1
@GuySquiggly,	1
@HAsl05766677,	1
@HCConservancy,	1
@HCPSS,	1
@HC_Richardson,	1
@HHelenakhl,	1
@HJhughes79,	1
@HNTdove,	1
@HSBC,	1
@HaIfoffathIetic,	2
@HaircutSpock,	2
@Hakimi09966557,	14
@Hakimi82421476,	1
@HalleVerkehrt,	4
@HalloFeld,	1
